id,Large File,File URL,LOC,N_Components,N_Functions,N_Imports,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
206,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Database\Triggers\TriggersList\TriggerList.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Database\Triggers\TriggersList\TriggerList.tsx,261,1,0,36,,
207,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Database\Triggers\TriggersList\TriggersList.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Database\Triggers\TriggersList\TriggersList.tsx,316,1,0,43,,
208,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagement.schema.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagement.schema.ts,239,1,0,14,,
209,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagementForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagementForm.tsx,560,1,0,66,,
210,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagementReviewAndSubmitDialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\DiskManagementReviewAndSubmitDialog.tsx,456,3,0,45,,
211,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\AutoScaleFields.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\AutoScaleFields.tsx,228,1,0,15,,
212,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\ComputeSizeField.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\ComputeSizeField.tsx,354,1,0,37,,
213,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\DiskSizeField.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\DiskSizeField.tsx,209,1,0,29,,
214,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\IOPSField.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\IOPSField.tsx,136,1,0,22,,
215,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\StorageTypeField.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\StorageTypeField.tsx,146,1,0,26,,
216,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\ThroughputField.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\fields\ThroughputField.tsx,153,1,0,22,,
217,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\ui\DiskManagementReadReplicas.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\ui\DiskManagementReadReplicas.tsx,251,3,0,13,,
218,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\ui\DiskSpaceBar.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\DiskManagement\ui\DiskSpaceBar.tsx,280,2,0,20,,
219,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\Pages\UserManagement.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\Pages\UserManagement.tsx,317,1,0,10,,
220,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\ResourceContent.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\ResourceContent.tsx,303,1,0,12,,
221,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\Snippets.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Docs\Snippets.ts,789,0,0,0,,
222,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionDetails\EdgeFunctionDetails.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionDetails\EdgeFunctionDetails.tsx,485,1,0,57,,
223,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionDetails\EdgeFunctionTesterSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionDetails\EdgeFunctionTesterSheet.tsx,482,1,0,55,,
224,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\AddNewSecretForm.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\AddNewSecretForm.tsx,300,1,1,27,,
225,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\EdgeFunctionSecrets.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\EdgeFunctionSecrets.tsx,216,1,0,29,,
226,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\EditSecretSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\EdgeFunctionSecrets\EditSecretSheet.tsx,160,1,0,28,,
227,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\Functions.templates.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\Functions.templates.ts,434,0,0,0,,
228,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\FunctionsEmptyState.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\FunctionsEmptyState.tsx,435,3,0,40,,
229,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\TerminalInstructions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Functions\TerminalInstructions.tsx,159,0,0,24,,
230,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\GraphQL\GraphiQL.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\GraphQL\GraphiQL.tsx,486,2,0,46,,
231,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\AdvisorWidget.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\AdvisorWidget.tsx,351,1,0,36,,
232,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\APIKeys.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\APIKeys.tsx,220,1,0,23,,
233,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\GetStartedHero.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\GetStartedHero.tsx,109,3,0,1,,
234,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\NewProjectPanel.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\NewProjectPanel\NewProjectPanel.tsx,238,1,0,19,,
235,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\EmptyStates.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\EmptyStates.tsx,108,5,0,16,,
236,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectCard.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectCard.tsx,161,1,0,26,,
237,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectList.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectList.tsx,318,1,0,39,,
238,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectTableRow.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectList\ProjectTableRow.tsx,191,1,0,28,,
239,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectUsage.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Home\ProjectUsage.tsx,238,2,0,23,,
240,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\HomePageActions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\HomePageActions.tsx,383,6,1,23,,
241,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\HomePageActions.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\HomePageActions.tsx,383,6,1,23,,
242,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobPage.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobPage.tsx,192,1,0,33,,
243,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobs.utils.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobs.utils.tsx,268,0,9,9,,
244,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobsTab.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobsTab.tsx,214,2,0,30,,
245,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobTableCell.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\CronJobTableCell.tsx,347,1,1,47,,
246,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\EdgeFunctionSection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\EdgeFunctionSection.tsx,207,1,1,37,,
247,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\HttpHeaderFieldsSection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\HttpHeaderFieldsSection.tsx,157,1,0,24,,
248,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\PreviousRunsTab.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\CronJobs\PreviousRunsTab.tsx,252,2,1,25,,
249,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Landing\Integrations.constants.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Landing\Integrations.constants.tsx,493,1,0,17,,
250,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\CreateQueueSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\CreateQueueSheet.tsx,330,1,0,35,,
251,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueCells.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueCells.tsx,89,5,0,9,,
252,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesSettings.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesSettings.tsx,375,1,0,34,,
253,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesTab.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueuesTab.tsx,176,1,0,23,,
254,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueTab.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\QueueTab.tsx,292,1,0,35,,
255,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\MessageDetailsPanel.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\MessageDetailsPanel.tsx,227,1,1,26,,
256,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueDataGrid.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueDataGrid.tsx,230,1,1,24,,
257,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueSettings.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Queues\SingleQueue\QueueSettings.tsx,380,1,0,41,,
258,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\InstallationOverview.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\InstallationOverview.tsx,407,1,0,46,,
259,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\useStripeSyncStatus.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\useStripeSyncStatus.ts,123,1,0,22,,
260,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\useStripeSyncStatus.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\templates\StripeSyncEngine\useStripeSyncStatus.ts,123,1,0,22,,
261,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\EditSecretModal.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\EditSecretModal.tsx,222,1,0,30,,
262,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretRow.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretRow.tsx,160,1,0,25,,
263,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretsManagement.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vault\Secrets\SecretsManagement.tsx,207,1,0,34,,
264,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vercel\OrganizationPicker.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Vercel\OrganizationPicker.tsx,132,1,0,22,,
265,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\IntegrationConnection.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\IntegrationConnection.tsx,168,0,0,24,,
266,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\IntegrationPanels.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\IntegrationPanels.tsx,345,3,0,20,,
267,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\VercelGithub\ProjectLinker.tsx,417,2,0,34,,
268,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateIcebergWrapperSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateIcebergWrapperSheet.tsx,362,1,0,25,,
269,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateWrapperSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\CreateWrapperSheet.tsx,481,1,0,31,,
270,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\EditWrapperSheet.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\EditWrapperSheet.tsx,416,1,0,36,,
271,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\OverviewTab.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\OverviewTab.tsx,160,1,0,25,,
272,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperRow.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperRow.tsx,160,1,0,23,,
273,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\Wrappers.constants.ts,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\Wrappers.constants.ts,4615,0,0,4,,
274,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTable.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTable.tsx,133,1,0,25,,
275,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTableEditor.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Integrations\Wrappers\WrapperTableEditor.tsx,369,3,0,33,,
276,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\illustrations.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\illustrations.tsx,386,3,0,0,,
277,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\create-key-dialog.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\create-key-dialog.tsx,246,1,0,22,,
278,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\index.tsx,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\JwtSecrets\jwt-secret-keys-table\index.tsx,557,1,0,48,,
